Date,Open,High,Low,Close,Adj Close,Volume
2021-06-08,24.277176,24.619299,20.739098,23.530218,23.530218,583658978
2021-06-09,23.439114,25.227417,22.268330,25.127302,25.127302,697734987
2021-06-10,25.119219,25.246008,23.190414,23.597158,23.597158,399429440
2021-06-11,23.608921,23.863501,21.455959,21.850971,21.850971,390923862
2021-06-12,21.874851,21.909218,20.312403,21.322515,21.322515,379030853
2021-06-13,21.308592,23.600878,20.516790,23.274321,23.274321,408171936
2021-06-14,23.261698,24.220072,22.609333,23.407238,23.407238,418305188
2021-06-15,24.106384,24.686178,23.196108,24.180853,24.180853,405740380
2021-06-16,23.458094,23.565771,21.700481,21.832226,21.832226,344163560
2021-06-17,21.852688,22.919666,21.498079,22.154892,22.154892,247003560
2021-06-18,22.186533,22.261383,19.646008,20.393362,20.393362,330277776
2021-06-19,20.421415,20.979424,19.864414,19.910807,19.910807,268928418
2021-06-20,19.843891,21.052727,18.684235,20.806513,20.806513,368331090
2021-06-21,20.741507,20.879562,15.785396,15.850638,15.850638,566312286
2021-06-22,15.802812,17.103456,13.999984,16.380276,16.380276,706248217
2021-06-23,16.403793,18.488224,15.836358,17.871696,17.871696,511611141
2021-06-24,17.814518,18.552715,16.658823,18.054714,18.054714,366440877
2021-06-25,18.062065,18.337860,15.732053,15.905190,15.905190,370292097
2021-06-26,15.866926,16.451696,15.136502,16.100424,16.100424,284658409
2021-06-27,16.150282,17.095667,15.668840,17.095667,17.095667,255240542
2021-06-28,17.096212,18.134932,16.881338,17.683861,17.683861,306684345
2021-06-29,17.735249,19.185854,17.681601,18.554329,18.554329,383182156
2021-06-30,18.644373,19.285433,17.199001,19.278358,19.278358,397542621
2021-07-01,19.277899,19.277899,17.589579,17.870399,17.870399,364624991
2021-07-02,17.833073,18.243570,16.983818,18.241726,18.241726,307045716
2021-07-03,18.227339,19.524757,17.849987,19.524757,19.524757,344855378
2021-07-04,19.479937,21.481411,18.947371,20.771875,20.771875,540490915
2021-07-05,20.767418,20.867785,19.180908,20.095181,20.095181,545274387
2021-07-06,20.088390,23.188559,20.075544,22.400187,22.400187,815123868
2021-07-07,22.399008,23.388100,21.764412,22.231146,22.231146,484900570
2021-07-08,22.240240,22.275345,20.040997,20.711754,20.711754,474402304
