Date,Open,High,Low,Close,Adj Close,Volume
2021-06-08,2594.602295,2620.846191,2315.546631,2517.438721,2517.438721,41909736778
2021-06-09,2510.199219,2625.070557,2412.197754,2608.267090,2608.267090,36075832186
2021-06-10,2611.142578,2619.957764,2435.401611,2471.518555,2471.518555,28753626390
2021-06-11,2472.858887,2495.414795,2326.869629,2353.768799,2353.768799,24832564195
2021-06-12,2354.752197,2447.227783,2265.758057,2372.484375,2372.484375,25724364410
2021-06-13,2372.690186,2547.367920,2312.640137,2508.391602,2508.391602,27092945370
2021-06-14,2508.770508,2606.432861,2469.388184,2537.891113,2537.891113,26964576331
2021-06-15,2587.762695,2639.229248,2515.153076,2610.936768,2610.936768,29005279219
2021-06-16,2544.864746,2554.628906,2354.350586,2367.663574,2367.663574,24101926180
2021-06-17,2367.306396,2457.175537,2312.301514,2372.001953,2372.001953,21871633186
2021-06-18,2374.586914,2377.195068,2147.308350,2231.733154,2231.733154,22752818388
2021-06-19,2235.159180,2278.415039,2168.885010,2178.499023,2178.499023,18765854896
2021-06-20,2171.337891,2275.382813,2049.962646,2246.364502,2246.364502,22535930423
2021-06-21,2245.317871,2259.464111,1867.185425,1888.447510,1888.447510,33745173825
2021-06-22,1886.667603,1993.159790,1707.600586,1874.950073,1874.950073,35547251725
2021-06-23,1878.625000,2043.530396,1827.571533,1989.736328,1989.736328,28408659206
2021-06-24,1968.957397,2032.339355,1887.432007,1988.456299,1988.456299,20272845769
2021-06-25,1989.215820,2017.759521,1794.400391,1813.217285,1813.217285,22774334998
2021-06-26,1810.884277,1850.179810,1719.559448,1829.239258,1829.239258,20637542361
2021-06-27,1830.996948,1979.958130,1811.245850,1978.894653,1978.894653,19885474742
2021-06-28,1981.386475,2139.805420,1963.615479,2079.657471,2079.657471,25514602841
2021-06-29,2083.448730,2242.238770,2076.240234,2160.768311,2160.768311,24815124419
2021-06-30,2164.216309,2282.989014,2090.760742,2274.547607,2274.547607,25828056268
2021-07-01,2274.397461,2274.397461,2081.081055,2113.605469,2113.605469,29061701793
2021-07-02,2109.892578,2155.596436,2021.824829,2150.040283,2150.040283,31796212554
2021-07-03,2150.834961,2237.567139,2117.590088,2226.114258,2226.114258,17433361641
2021-07-04,2226.550293,2384.286865,2190.837646,2321.724121,2321.724121,18787107473
2021-07-05,2321.922852,2321.922852,2163.041504,2198.582520,2198.582520,20103794829
2021-07-06,2197.919434,2346.294922,2197.919434,2324.679443,2324.679443,20891861314
2021-07-07,2323.208496,2403.773438,2298.026855,2315.161865,2315.161865,22398345285
2021-07-08,2320.420410,2322.403564,2133.447510,2157.834961,2157.834961,22775146496
