Date,Open,High,Low,Close,Adj Close,Volume
2021-06-08,1.000494,1.000904,0.999999,1.000497,1.000497,2790193245
2021-06-09,1.000488,1.000904,0.999666,0.999950,0.999950,2342690520
2021-06-10,0.999975,1.000554,0.999718,1.000317,1.000317,1900199959
2021-06-11,1.000293,1.000640,0.999575,1.000435,1.000435,1874628476
2021-06-12,1.000479,1.001185,0.999963,1.001136,1.001136,1727912702
2021-06-13,1.001096,1.001367,0.999434,0.999630,0.999630,1731376606
2021-06-14,0.999610,1.000634,0.999422,1.000030,1.000030,1729527102
2021-06-15,1.000130,1.010242,0.999762,1.000284,1.000284,1933931509
2021-06-16,1.000345,1.000824,0.999485,1.000168,1.000168,1915334512
2021-06-17,1.000126,1.000799,0.999590,1.000717,1.000717,2154845901
2021-06-18,1.000672,1.001601,0.999764,1.001384,1.001384,2071077950
2021-06-19,1.001412,1.001710,1.000043,1.001386,1.001386,1592022973
2021-06-20,1.001313,1.001454,1.000548,1.000962,1.000962,2004269887
2021-06-21,1.000898,1.001813,1.000142,1.000260,1.000260,4276274311
2021-06-22,1.000167,1.001501,1.000030,1.000805,1.000805,4227695695
2021-06-23,1.000739,1.000838,1.000166,1.000470,1.000470,3250654168
2021-06-24,1.000542,1.000848,1.000001,1.000126,1.000126,2086547894
2021-06-25,1.000190,1.000724,0.999374,1.000017,1.000017,2278575965
2021-06-26,0.999993,1.001436,0.999851,1.001436,1.001436,2166740089
2021-06-27,1.001377,1.001955,1.000408,1.000591,1.000591,2006379615
2021-06-28,1.000515,1.000714,0.999739,0.999925,0.999925,2280426599
2021-06-29,0.999876,1.000559,0.999815,1.000066,1.000066,2367988438
2021-06-30,1.000024,1.000475,0.999648,1.000089,1.000089,2251615883
2021-07-01,1.000065,1.000673,0.999878,1.000192,1.000192,2063325693
2021-07-02,1.000177,1.000916,0.999966,1.000035,1.000035,1787895570
2021-07-03,1.000048,1.000670,0.999925,0.999984,0.999984,1491016821
2021-07-04,0.999956,1.000187,0.998901,0.999500,0.999500,1578667344
2021-07-05,0.999566,1.000839,0.999459,1.000528,1.000528,1887495558
2021-07-06,1.000501,1.000731,0.999662,1.000059,1.000059,2312601910
2021-07-07,1.000126,1.000599,0.999552,1.000370,1.000370,1998620780
2021-07-08,1.000491,1.001091,0.999767,0.999960,0.999960,2218413056
