Date,Open,High,Low,Close,Adj Close,Volume
2021-06-08,91.249886,94.360191,77.074341,81.636101,81.636101,277308337
2021-06-09,81.412521,88.493553,77.301933,81.540848,81.540848,266849941
2021-06-10,81.543777,83.600029,65.836899,66.590591,66.590591,373290838
2021-06-11,66.587967,72.143127,56.475903,58.237911,58.237911,359113044
2021-06-12,58.252571,67.121521,53.147469,61.205273,61.205273,354115890
2021-06-13,61.134911,66.448235,57.278572,64.568047,64.568047,306597749
2021-06-14,64.374123,70.504257,62.486691,66.031654,66.031654,309144566
2021-06-15,67.430595,68.771477,58.712975,64.018730,64.018730,279699693
2021-06-16,60.335083,60.404930,54.832363,55.225803,55.225803,202339096
2021-06-17,55.340569,60.083305,51.597626,54.008045,54.008045,210236033
2021-06-18,54.128033,55.418110,47.141994,48.113026,48.113026,187939018
2021-06-19,48.412220,54.862354,46.417454,49.067223,49.067223,242970542
2021-06-20,48.793629,50.662785,44.222240,47.211380,47.211380,191691607
2021-06-21,47.159081,47.506439,36.275105,36.765739,36.765739,251792235
2021-06-22,36.686176,40.086929,32.045223,34.413731,34.413731,240285267
2021-06-23,34.451740,40.854240,33.035339,37.254917,37.254917,248657686
2021-06-24,37.781269,38.873222,33.257675,34.641438,34.641438,209852876
2021-06-25,34.586136,36.636868,30.701866,31.197479,31.197479,199988022
2021-06-26,31.165215,33.673023,28.338696,30.297640,30.297640,193986633
2021-06-27,30.392586,44.495148,29.557600,42.898361,42.898361,522404039
2021-06-28,42.926998,50.926964,40.606644,50.195263,50.195263,744115345
2021-06-29,51.085449,59.303059,46.838516,54.066677,54.066677,729991534
2021-06-30,54.141563,54.626228,43.440437,49.911037,49.911037,720099618
2021-07-01,49.859486,50.685238,44.388340,45.841324,45.841324,394325155
2021-07-02,45.731647,47.427448,41.543861,43.997627,43.997627,310517772
2021-07-03,43.877079,50.009258,42.814873,48.811310,48.811310,340863534
2021-07-04,48.778275,50.800148,46.416111,46.851593,46.851593,236253859
2021-07-05,46.766994,47.970490,44.122475,46.276218,46.276218,286246376
2021-07-06,46.234261,48.259430,45.037193,46.196896,46.196896,214792473
2021-07-07,46.230827,47.858776,45.136890,45.358677,45.358677,203540373
2021-07-08,45.391396,45.521172,39.899265,40.995304,40.995304,228472400
