Date,Open,High,Low,Close,Adj Close,Volume
2021-06-08,1896.500000,1902.900024,1890.000000,1892.199951,1892.199951,930
2021-06-09,1894.900024,1897.699951,1889.199951,1893.199951,1893.199951,148
2021-06-10,1887.699951,1899.800049,1871.500000,1894.199951,1894.199951,186
2021-06-11,1900.900024,1902.300049,1875.199951,1877.400024,1877.400024,349
2021-06-14,1866.199951,1866.599976,1846.500000,1864.000000,1864.000000,41
2021-06-15,1866.400024,1867.199951,1854.400024,1854.500000,1854.500000,78
2021-06-16,1859.400024,1860.099976,1809.199951,1859.500000,1859.500000,117
2021-06-17,1811.800049,1823.300049,1769.599976,1773.800049,1773.800049,1135
2021-06-18,1775.699951,1792.400024,1767.900024,1767.900024,1767.900024,354
2021-06-21,1768.800049,1785.199951,1766.800049,1781.800049,1781.800049,38
2021-06-22,1783.400024,1786.900024,1775.900024,1776.300049,1776.300049,101
2021-06-23,1780.699951,1793.199951,1780.599976,1782.300049,1782.300049,136
2021-06-24,1778.900024,1786.400024,1775.599976,1775.599976,1775.599976,78
2021-06-25,1777.699951,1788.000000,1775.199951,1776.599976,1776.599976,35
2021-06-28,1779.599976,1779.599976,1779.599976,1779.599976,1779.599976,888
2021-06-29,1776.800049,1777.099976,1752.099976,1762.800049,1762.800049,419
2021-06-30,1761.099976,1770.800049,1759.199951,1770.800049,1770.800049,51
2021-07-01,1775.699951,1781.199951,1768.800049,1775.900024,1775.900024,44
2021-07-02,1778.699951,1787.900024,1778.300049,1782.599976,1782.599976,23
2021-07-06,1786.699951,1809.800049,1786.699951,1793.500000,1793.500000,332
2021-07-07,1798.699951,1808.400024,1797.199951,1801.500000,1801.500000,332
