Date,Open,High,Low,Close,Adj Close,Volume
2021-03-31,28.485998,28.971149,27.020401,27.986523,27.986523,560514222
2021-04-01,27.984856,30.268213,27.984856,28.739431,28.739431,751718827
2021-04-02,28.736803,30.205492,28.707283,30.175646,30.175646,535780413
2021-04-03,30.163252,32.503799,29.544437,29.549885,29.549885,901722733
2021-04-04,29.536936,31.601421,29.306843,31.065556,31.065556,457926442
2021-04-05,31.071907,31.528692,29.686277,30.794846,30.794846,497831517
2021-04-06,30.818172,32.359356,30.294159,31.322748,31.322748,562448081
2021-04-07,31.292110,31.418634,27.876268,28.593925,28.593925,679675887
2021-04-08,28.613697,30.295790,28.397541,30.222431,30.222431,421298840
2021-04-09,30.219234,30.517796,29.364698,29.562220,29.562220,322122933
2021-04-10,29.554415,30.812616,29.218632,29.792389,29.792389,439672477
2021-04-11,29.769934,30.710733,29.253803,29.979101,29.979101,447643489
2021-04-12,29.968451,38.128414,29.610037,36.754814,36.754814,2185144995
2021-04-13,36.676464,37.130013,34.307636,35.322258,35.322258,1201797905
2021-04-14,35.403629,36.784203,33.387379,36.151066,36.151066,1060830033
2021-04-15,36.140575,39.519073,35.695511,37.848370,37.848370,1267323240
2021-04-16,37.763992,38.204674,34.406582,36.279659,36.279659,977289791
2021-04-17,36.234344,37.560638,34.933285,35.095493,35.095493,653849648
2021-04-18,35.152168,35.463387,27.694315,31.746319,31.746319,1446701094
2021-04-19,31.634001,32.694344,29.466179,31.446096,31.446096,847494414
2021-04-20,31.386969,32.225803,28.403412,31.963190,31.963190,921466440
2021-04-21,31.984547,36.430176,30.559763,33.603989,33.603989,1456435098
2021-04-22,33.422138,38.393585,32.787895,34.131321,34.131321,2169942709
2021-04-23,34.004074,34.775402,29.854576,32.881691,32.881691,1631826790
2021-04-24,32.939049,32.939049,29.972948,30.115839,30.115839,636577406
2021-04-25,30.134087,34.742321,30.042059,33.888752,33.888752,1068206314
2021-04-26,34.337921,38.446205,34.171597,37.945412,37.945412,1159890689
2021-04-27,38.187881,40.474720,37.347111,39.614731,39.614731,1159853792
2021-04-28,39.628315,42.907871,37.794537,42.803211,42.803211,1657342891
2021-04-29,42.849178,43.892784,39.657570,41.033127,41.033127,1081575232
2021-04-30,41.040329,41.333138,39.171093,40.697666,40.697666,1014223949
2021-05-01,40.641953,41.251068,39.245663,40.199776,40.199776,747988502
2021-05-02,40.329346,43.235558,39.336807,42.327312,42.327312,1047562019
2021-05-03,42.557312,44.974064,41.334072,42.317528,42.317528,1178971605
2021-05-04,42.289677,44.556179,39.968117,43.164505,43.164505,1714504137
2021-05-05,43.083324,44.899197,41.576134,42.496189,42.496189,1469755007
2021-05-06,42.444939,42.500389,39.978260,40.220207,40.220207,1165197474
2021-05-07,40.233780,41.206371,38.335052,39.783054,39.783054,993781915
2021-05-08,39.760742,41.232845,39.190582,40.407089,40.407089,743543345
2021-05-09,40.474449,40.697571,38.237103,39.430035,39.430035,663372003
2021-05-10,39.422405,41.133541,33.603271,36.387951,36.387951,952681487
2021-05-11,36.351593,38.509884,35.496315,38.489979,38.489979,705090607
2021-05-12,38.516666,43.995770,36.038067,36.038067,36.038067,1851746863
2021-05-13,36.961227,40.272675,34.477577,37.369160,37.369160,1409570978
2021-05-14,37.338516,40.829826,37.164852,40.326214,40.326214,804342781
2021-05-15,40.400364,42.366779,36.577183,36.577183,36.577183,1049908753
2021-05-16,36.553391,39.375134,34.543663,36.561504,36.561504,822738819
2021-05-17,36.562965,36.562965,32.013058,33.285637,33.285637,974771404
2021-05-18,33.246208,36.577530,33.032810,35.072029,35.072029,842688704
2021-05-19,35.071213,35.485470,16.666702,23.427958,23.427958,2241014905
2021-05-20,23.162842,28.446245,20.105404,26.394573,26.394573,1338078606
2021-05-21,26.355511,27.950846,18.895567,21.901260,21.901260,1076267673
2021-05-22,21.964592,22.361534,18.514254,20.383455,20.383455,791748160
2021-05-23,20.380587,21.301853,13.092185,16.836334,16.836334,1320921898
2021-05-24,16.736334,25.129263,16.574165,24.627649,24.627649,1526035441
2021-05-25,24.657164,26.659275,21.624149,25.195017,25.195017,1386905998
2021-05-26,25.163540,29.368296,24.614061,29.368296,29.368296,1071924819
2021-05-27,29.451658,29.904503,26.215042,28.370335,28.370335,999766482
2021-05-28,28.474480,29.402483,24.976366,25.924946,25.924946,1076488583
2021-05-29,25.897547,27.532372,21.854445,23.179464,23.179464,817413607
2021-05-30,23.175678,26.556747,21.780264,25.742519,25.742519,782067311
2021-05-31,25.717644,28.404707,23.463970,28.369711,28.369711,1058080596
2021-06-01,28.274649,28.724550,26.011887,27.395235,27.395235,753430864
2021-06-02,27.413445,28.799101,26.376421,27.631481,27.631481,558113727
2021-06-03,27.642187,29.357792,26.952545,28.630810,28.630810,541834896
2021-06-04,null,null,null,null,null,null
2021-06-05,null,null,null,null,null,null
2021-06-06,25.590040,26.233496,25.457195,26.127422,26.127422,358981024
